   Floor     Tower       F-x-x         F-x-y         F-x-t
                         (kN)          (kN)         (kN-m)
   38        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   39        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   40        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   41        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   42        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   43        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   44        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   45        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   46        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   47        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   48        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   49        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   50        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   51        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
   52        1          1.255             1.333      :本层地震剪力不满足抗震规范 (5.2.5),已作调整
